1,1,733.38,267.28,70.31000000000006,37.860000000000014,1,1,1.0
1,2,122.77,335.43,131.95999999999998,56.77999999999997,1,1,1.0
1,3,208.87,252.24,94.11000000000001,38.39999999999998,1,1,1.0
2,1,720.18,269.39,71.68000000000006,38.80000000000001,1,1,1.0
2,2,98.21,338.4,134.45999999999998,58.629999999999995,1,1,1.0
2,3,208.86,252.3,94.11000000000001,38.39999999999998,1,1,1.0
3,1,706.99,271.5,73.03999999999996,39.75,1,1,1.0
3,2,73.66,341.38,136.94,60.45999999999998,1,1,1.0
3,3,208.86,252.36,94.09999999999997,38.39999999999998,1,1,1.0
4,1,692.37,273.24,74.40999999999997,40.69999999999999,1,1,1.0
4,2,49.11,344.35,139.42000000000002,62.31,1,1,1.0
4,3,208.85,252.42,94.10999999999999,38.400000000000006,1,1,1.0
5,1,677.76,274.99,75.75999999999999,41.639999999999986,1,1,1.0
5,2,24.55,347.33,141.92,64.14000000000004,1,1,1.0
5,3,208.84,252.48,94.10999999999999,38.400000000000006,1,1,1.0
6,1,663.14,276.74,77.13,42.589999999999975,1,1,1.0
6,2,0.0,350.3,144.4,65.97999999999996,1,1,1.0
6,3,208.84,252.54,94.1,38.400000000000006,1,1,1.0
7,1,648.52,278.48,78.5,43.539999999999964,1,1,1.0
7,2,0.0,354.79,120.82,64.13999999999999,1,1,1.0
7,3,208.83,252.6,94.10999999999999,38.400000000000006,1,1,1.0
8,1,633.91,280.23,79.86000000000001,44.47999999999996,1,1,1.0
8,2,0.0,359.28,97.24,62.30000000000001,1,1,1.0
8,3,208.82,252.65,94.11000000000001,38.400000000000006,1,1,1.0
9,1,619.29,281.98,81.23000000000002,45.41999999999996,1,1,1.0
9,2,0.0,363.77,73.66,60.460000000000036,1,1,1.0
9,3,208.82,252.71,94.10000000000002,38.400000000000006,1,1,1.0
10,1,604.67,283.72,82.60000000000002,46.379999999999995,1,1,1.0
10,2,0.0,368.26,50.07,58.620000000000005,1,1,1.0
10,3,208.81,252.77,94.11000000000001,38.400000000000006,1,1,1.0
11,1,590.06,285.47,83.96000000000004,47.31999999999999,1,1,1.0
11,2,0.0,372.74,26.49,56.789999999999964,1,1,1.0
11,3,208.8,252.83,94.11000000000001,38.400000000000006,1,1,1.0
12,1,573.29,287.74,85.82000000000005,48.26999999999998,1,1,1.0
12,3,208.8,252.89,94.09999999999997,38.400000000000034,1,1,1.0
13,1,556.52,290.02,87.69000000000005,49.210000000000036,1,1,1.0
13,3,208.79,252.95,94.10999999999999,38.400000000000034,1,1,1.0
14,1,539.76,292.29,89.54999999999995,50.15999999999997,1,1,1.0
14,3,208.78,253.01,94.10999999999999,38.400000000000034,1,1,1.0
15,1,522.99,294.57,91.41999999999996,51.10000000000002,1,1,1.0
15,3,208.78,253.07,94.1,38.400000000000034,1,1,1.0
16,1,506.22,296.84,93.28999999999996,52.05000000000001,1,1,1.0
16,3,208.77,253.12,94.10999999999999,38.39999999999998,1,1,1.0
17,1,489.45,299.12,95.16000000000003,52.99000000000001,1,1,1.0
17,3,208.76,253.18,94.11000000000001,38.39999999999998,1,1,1.0
18,1,472.69,301.39,97.01000000000005,53.94,1,1,1.0
18,3,208.76,253.24,94.10000000000002,38.39999999999998,1,1,1.0
19,1,455.92,303.67,98.87999999999994,54.879999999999995,1,1,1.0
19,3,208.75,253.3,94.11000000000001,38.39999999999998,1,1,1.0
20,1,439.15,305.94,100.75,55.829999999999984,1,1,1.0
20,3,208.74,253.36,94.11000000000001,38.39999999999998,1,1,1.0
21,1,422.38,308.22,102.62,56.77999999999997,1,1,1.0
21,3,208.74,253.42,94.11000000000001,38.400000000000006,1,1,1.0
22,1,404.31,311.58,104.77999999999997,57.73000000000002,1,1,1.0
22,3,208.73,253.48,94.10999999999999,38.400000000000006,1,1,1.0
23,1,386.23,314.95,106.94999999999999,58.670000000000016,1,1,1.0
23,3,208.73,253.53,94.1,38.400000000000006,1,1,1.0
24,1,368.16,318.31,109.09999999999997,59.620000000000005,1,1,1.0
24,3,208.72,253.59,94.10999999999999,38.400000000000006,1,1,1.0
25,1,350.08,321.68,111.27000000000004,60.56,1,1,1.0
25,3,208.71,253.65,94.10999999999999,38.400000000000006,1,1,1.0
26,1,328.76,325.05,113.44,61.5,1,1,1.0
26,3,208.71,253.71,94.1,38.400000000000006,1,1,1.0
27,1,307.44,328.41,115.60000000000002,62.45999999999998,1,1,1.0
27,3,208.7,253.77,94.11000000000001,38.400000000000006,1,1,1.0
28,1,286.12,331.78,117.75999999999999,63.400000000000034,1,1,1.0
28,3,208.69,253.83,94.11000000000001,38.400000000000006,1,1,1.0
29,1,264.8,335.14,119.93,64.35000000000002,1,1,1.0
29,3,208.69,253.89,94.10000000000002,38.400000000000034,1,1,1.0
30,1,243.48,338.51,122.09,65.29000000000002,1,1,1.0
30,3,208.68,253.94,94.11000000000001,38.39999999999998,1,1,1.0
31,1,222.16,341.87,124.25000000000003,66.24000000000001,1,1,1.0
31,3,208.67,254.0,94.10999999999999,38.39999999999998,1,1,1.0
32,1,200.84,345.24,126.41999999999999,67.18,1,1,1.0
32,3,208.67,254.06,94.1,38.39999999999998,1,1,1.0
33,1,179.53,348.6,128.57000000000002,68.13,1,1,1.0
33,3,208.66,254.12,94.10999999999999,38.39999999999998,1,1,1.0
34,1,154.11,353.18,132.71999999999997,69.07,1,1,1.0
34,3,208.65,254.18,94.10999999999999,38.39999999999998,1,1,1.0
35,1,128.69,357.75,136.86,70.01999999999998,1,1,1.0
35,3,208.65,254.24,94.1,38.39999999999998,1,1,1.0
36,1,103.28,362.32,141.0,70.97000000000003,1,1,1.0
36,3,208.64,254.3,94.11000000000001,38.39999999999998,1,1,1.0
37,1,77.86,366.89,145.14,71.92000000000002,1,1,1.0
37,3,208.63,254.36,94.11000000000001,38.39999999999998,1,1,1.0
38,1,48.66,370.92,150.64000000000001,72.85999999999996,1,1,1.0
38,3,208.63,254.41,94.10000000000002,38.400000000000006,1,1,1.0
39,1,19.46,374.96,156.14,73.80000000000001,1,1,1.0
39,3,208.62,254.47,94.11000000000001,38.400000000000006,1,1,1.0
40,1,0.0,380.07,148.1,74.75,1,1,1.0
40,3,208.61,254.53,94.11000000000001,38.400000000000006,1,1,1.0
41,1,0.0,384.1,124.9,75.69999999999999,1,1,1.0
41,3,208.61,254.59,94.11000000000001,38.400000000000006,1,1,1.0
42,1,0.0,388.02,99.35,75.70000000000005,1,1,1.0
42,3,208.6,254.65,94.10999999999999,38.400000000000006,1,1,1.0
43,1,0.0,391.94,73.79,75.69999999999999,1,1,1.0
43,3,208.59,254.71,94.10999999999999,38.400000000000006,1,1,1.0
44,1,0.0,395.86,48.24,75.69999999999999,1,1,1.0
44,3,208.59,254.77,94.10999999999999,38.400000000000006,1,1,1.0
45,1,0.0,399.79,22.68,75.69,1,1,1.0
