1,1,56.24,61.76,119.53,58.949999999999996,1,1,1.0
2,1,36.77,56.89,119.53,58.95,1,1,1.0
3,1,15.68,54.73,119.51999999999998,58.95000000000001,1,1,1.0
4,1,1.3,51.48,114.61,58.95000000000001,1,1,1.0
5,1,0.0,48.24,96.62,58.949999999999996,1,1,1.0
6,1,0.0,44.99,77.33,58.949999999999996,1,1,1.0
7,1,0.0,44.99,61.1,58.949999999999996,1,1,1.0
8,1,0.0,44.99,42.7,58.949999999999996,1,1,1.0
9,1,0.0,44.99,24.9,58.949999999999996,1,1,1.0
10,1,0.0,44.99,16.2,58.949999999999996,1,1,1.0
10,2,919.17,178.5,40.83000000000004,89.49000000000001,1,1,1.0
11,2,872.55,174.75,87.45000000000005,89.48000000000002,1,1,1.0
12,2,825.93,170.99,134.07000000000005,89.49000000000001,1,1,1.0
13,2,784.65,162.23,175.35000000000002,89.49000000000001,1,1,1.0
14,2,735.8,152.2,224.20000000000005,115.80000000000001,1,1,1.0
14,3,0.0,175.34,22.17,55.16,1,1,1.0
15,2,699.51,145.32,260.49,116.38,1,1,1.0
15,3,0.0,172.88,42.57,70.06,1,1,1.0
16,2,662.58,134.68,260.5,116.38,1,1,1.0
16,3,0.0,170.42,62.98,84.96000000000001,1,1,1.0
17,2,623.71,124.01,254.41999999999996,113.77999999999999,1,1,1.0
17,3,0.0,167.96,83.38,99.85999999999999,1,1,1.0
18,2,588.82,118.51,248.3599999999999,111.15999999999998,1,1,1.0
18,3,0.0,165.5,103.79,114.75999999999999,1,1,1.0
19,2,553.94,113.01,242.28999999999996,108.54,1,1,1.0
19,3,0.0,173.45,124.19,119.25,1,1,1.0
20,2,519.06,107.5,236.22000000000003,105.94,1,1,1.0
20,3,0.0,181.41,144.6,123.72999999999999,1,1,1.0
21,2,484.17,102.0,230.16000000000003,103.32,1,1,1.0
21,3,0.0,189.36,165.0,128.21999999999997,1,1,1.0
22,2,455.32,95.63,223.18,100.71000000000001,1,1,1.0
